"Response ID";"Date submitted";"Last page";"Start language";"Seed";"Date started";"Date last action";"IP address";"Referrer URL";"Who are you?  (Multiple options can be selected)  [LTS user]";"Who are you?  (Multiple options can be selected)  [LTS contributor/developer]";"Who are you?  (Multiple options can be selected)  [LTS sponsor]";"Who are you?  (Multiple options can be selected)  [Debian developer (project member)]";"Who are you?  (Multiple options can be selected)  [Debian FTP team member]";"Who are you?  (Multiple options can be selected)  [Debian security team member]";"Who are you?  (Multiple options can be selected)  [Debian release team member]";"Who are you?  (Multiple options can be selected)  [Debian www team member]";"Who are you?  (Multiple options can be selected)  [Debian System Administrator (DSA)]";"Who are you?  (Multiple options can be selected)  [Debian Buildd Admin]";"Who are you?  (Multiple options can be selected)  [Other]";"How long have you been using Debian?";"How long have you been using LTS?";"Are you using Extended LTS (ELTS)?";"Why do you use LTS?     Please skip this and the next five questions if you are not using LTS and continue with question 11. ";"On a scale of 1 (= very unhappy) to 10 (= very happy) how happy are you with the quality of the LTS updates? [Array]";"On a scale of 1 (= very unhappy) to 10 (= very happy), how happy are you with the how quickly LTS updates reach you? [Array]";"How would you feel if you could no longer use Debian LTS?";"Where do you use Debian LTS? [At home.]";"Where do you use Debian LTS? [At work.]";"Where do you use Debian LTS? [In another organization.]";"If you use LTS at work or in an organization, how big is that organization?";"Questions for everyone again:On a scale from 1 (= very unhappy) to 10 (= very happy), if your Debian duties led you to interact with LTS contributors, how would you rate the interaction with said contributors? [Array]";"Do you see problems with/about Debian LTS and if so, which?";"What suggestions/wishes do you have for Debian LTS?";"How likely is it that you would recommend Debian LTS to a friend or colleague? (1 = very unlikely, 10 = very likely) [Array]";"Total time";"Group time: Debian LTS Survey";"Question time: G01Q001";"Question time: G01Q17";"Question time: G01Q16";"Question time: G00Q13";"Question time: G01Q05";"Question time: G01Q06";"Question time: G01Q07";"Question time: G01Q13";"Question time: G01Q18";"Question time: G01Q19";"Question time: G01Q09";"Question time: G01Q10";"Question time: G01Q11";"Question time: G01Q12"
"70";"2020-07-13 13:38:41";"1";"en";"977797500";"2020-07-13 13:37:26";"2020-07-13 13:38:41";"102.113.225.140";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"";"5-10 years";"4-6 years";"No.";"";"9";"9";"Very disappointed.";"Yes";"Yes";"Yes";"101-1000 people";"";"";"";"10";"151.82";"151.82";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"71";"";"";"en";"214050786";"2020-07-13 13:37:32";"2020-07-13 13:37:32";"14.8.98.192";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"72";"";"";"en";"677476450";"2020-07-13 13:38:12";"2020-07-13 13:38:12";"193.30.122.52";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"73";"2020-07-13 13:41:07";"1";"en";"1519768814";"2020-07-13 13:38:32";"2020-07-13 13:41:07";"85.136.113.168";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No.";"I use Debian for working so I need a stable OS I can trust.";"9";"9";"Very disappointed.";"Yes";"Yes";"Yes";"Over 1000 people";"";"Sometimes versions are a bit old. But I prefer that to having an unstable system.";"";"10";"311.54";"311.54";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"74";"";"";"en";"1527492593";"2020-07-13 13:38:58";"2020-07-13 13:38:58";"62.112.9.166";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"75";"";"";"en";"666175165";"2020-07-13 13:39:45";"2020-07-13 13:39:45";"62.218.164.126";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"76";"2020-07-13 13:43:32";"1";"en";"1089316738";"2020-07-13 13:40:38";"2020-07-13 13:43:31";"107.210.194.162";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"1-3 years";"No.";"Allows us to maintain a supported os/application combination for longer cycles before updates/rebuild/regression";"8";"10";"Somewhat disappointed.";"No";"Yes";"No";"101-1000 people";"";"";"";"10";"345.88";"345.88";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"77";"";"";"en";"409864310";"2020-07-13 13:40:59";"2020-07-13 13:40:59";"5.189.47.192";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"78";"";"";"en";"1526563962";"2020-07-13 13:41:27";"2020-07-13 13:41:27";"67.70.149.3";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"79";"2020-07-13 13:52:38";"1";"en";"1761815203";"2020-07-13 13:41:32";"2020-07-13 13:52:38";"86.253.88.111";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"Yes.";"It allows me to upgrade my systems less often, which saves some time and uncertainty. I don’t usually need recent technologies, only security fixes. Not that Debian version upgrade is messy, it usually works well with me, but still takes time and sometimes small stuff break.";"9";"8";"Very disappointed.";"Yes";"Yes";"No";"1 person";"";"";"";"8";"1333.14";"1333.14";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"80";"";"";"en";"1386762037";"2020-07-13 13:44:35";"2020-07-13 13:44:35";"182.0.236.48";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"81";"2020-07-13 13:45:46";"1";"en";"94390773";"2020-07-13 13:45:14";"2020-07-13 13:45:46";"83.134.241.47";"";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"";"";"";"";"";"";"";"No";"No";"No";"";"";"";"";"";"65.46";"65.46";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"82";"2020-07-13 13:48:01";"1";"en";"1064839868";"2020-07-13 13:45:29";"2020-07-13 13:48:00";"82.94.42.6";"";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No.";"Servers were stuck on jessie due to a 3rd party package.";"7";"7";"Somewhat disappointed.";"No";"Yes";"No";"11-100 people";"7";"Lack of coordination by LTS contributors with the package maintainer in Debian.";"";"7";"303.95";"303.95";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"83";"2020-07-13 13:49:00";"1";"en";"1239936461";"2020-07-13 13:45:37";"2020-07-13 13:48:59";"188.37.150.160";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"";"10-20 years";"4-6 years";"No.";"Need to maintain Debian servers for a long period.";"9";"8";"Very disappointed.";"No";"Yes";"No";"11-100 people";"9";"";"";"9";"405.89";"405.89";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"84";"2020-07-13 13:49:55";"1";"en";"541001605";"2020-07-13 13:45:49";"2020-07-13 13:49:55";"5.170.105.46";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"because of lack of time to continuously upgrade platforms. I like to have spare time.";"10";"10";"Very disappointed.";"Yes";"Yes";"Yes";"Over 1000 people";"";"LTS time frame is too short! :)";"1. LTS Debian versions should jump a release (e.g. if Jessie is LTS, Stretch should not and Buster should be again, and so on...)
2. Bring Debian LTS time to 10 years as for RHEL";"10";"490.69";"490.69";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"85";"";"";"en";"295838760";"2020-07-13 13:46:27";"2020-07-13 13:46:27";"82.58.88.94";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"86";"2020-07-13 13:53:03";"1";"en";"1339072901";"2020-07-13 13:48:09";"2020-07-13 13:53:03";"69.70.97.74";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"1-3 years";"No.";"If I leave the project or company, I know they will not be upgrade or maintain like me, so I'm outsourcing the maintenance to the Debian project. That simple.";"9";"8";"Somewhat disappointed.";"No";"Yes";"No";"101-1000 people";"10";"Little bit slow.";"Faster.";"10";"587.7";"587.7";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"87";"2020-07-13 13:51:25";"1";"en";"441340618";"2020-07-13 13:49:00";"2020-07-13 13:51:25";"91.247.148.3";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"1-3 years";"No and I don't know what ELTS is.";"Because it’s most stable then others";"10";"10";"Not disappointed at all.";"Yes";"No";"No";"";"10";"No one";"Faster updates";"10";"290.85";"290.85";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"88";"";"";"en";"771604617";"2020-07-13 13:50:47";"2020-07-13 13:50:47";"85.52.163.132";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"89";"";"";"en";"298076902";"2020-07-13 13:50:59";"2020-07-13 13:50:59";"178.26.143.141";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"90";"";"";"en";"1173256010";"2020-07-13 13:51:49";"2020-07-13 13:51:49";"170.231.44.177";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"91";"2020-07-13 13:54:31";"1";"en";"1711422444";"2020-07-13 13:52:34";"2020-07-13 13:54:30";"88.10.2.226";"https://feedly.com/i/collection/content/user/c116e759-4d30-46ad-b3a8-8ed3e3035125/category/Linux";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"> 20 years";"1-3 years";"No.";"I use software that depends on certain debian versions.";"9";"8";"Very disappointed.";"No";"Yes";"No";"2-10 people";"";"";"";"";"233.84";"233.84";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"92";"";"";"en";"1278451569";"2020-07-13 13:52:50";"2020-07-13 13:52:50";"8.43.225.29";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"93";"";"";"en";"2039956246";"2020-07-13 13:53:15";"2020-07-13 13:53:15";"95.223.73.59";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"94";"2020-07-13 13:56:20";"1";"en";"1216665639";"2020-07-13 13:53:59";"2020-07-13 13:56:20";"79.103.190.107";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"1-3 years";"No.";"No need to update when official support ends.";"10";"10";"Somewhat disappointed.";"No";"Yes";"No";"11-100 people";"";"No problems so far.";"I hope this will become the standard.";"10";"282.54";"282.54";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"95";"2020-07-13 13:55:43";"1";"en";"88726290";"2020-07-13 13:54:22";"2020-07-13 13:55:43";"46.172.253.199";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"";"10";"10";"Somewhat disappointed.";"Yes";"Yes";"No";"11-100 people";"";"";"";"10";"162.59";"162.59";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"96";"";"";"en";"153689251";"2020-07-13 13:55:06";"2020-07-13 13:55:06";"180.150.48.55";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"97";"2020-07-13 13:57:38";"1";"en";"1554137039";"2020-07-13 13:55:07";"2020-07-13 13:57:38";"104.36.173.90";"";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Debian Buster user";"5-10 years";"I'm not using LTS.";"No and I don't know what ELTS is.";"";"";"";"";"No";"No";"No";"";"";"";"";"10";"114.24";"114.24";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"98";"";"";"en";"1080389556";"2020-07-13 13:55:19";"2020-07-13 13:55:19";"86.135.155.58";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"99";"";"";"en";"1657597104";"2020-07-13 13:55:43";"2020-07-13 13:55:43";"24.52.251.209";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"100";"";"";"en";"1667820424";"2020-07-13 13:55:45";"2020-07-13 13:55:45";"49.184.13.197";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"101";"";"";"en";"1377323730";"2020-07-13 13:55:48";"2020-07-13 13:55:48";"35.136.206.48";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"102";"2020-07-13 13:58:50";"1";"en";"1647430397";"2020-07-13 13:56:58";"2020-07-13 13:58:50";"217.16.190.214";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"Yes.";"Due to quick upstream development and incopabilities, which are introduced in almost each new software version.";"10";"9";"Very disappointed.";"Yes";"Yes";"No";"11-100 people";"8";"";"";"9";"224.81";"224.81";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"103";"2020-07-13 14:00:37";"1";"en";"92067483";"2020-07-13 13:58:08";"2020-07-13 14:00:37";"185.223.145.18";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"";"Yes.";"Because the customer is always scared of updates, although it always worked out well since debian is used.";"8";"8";"Somewhat disappointed.";"No";"Yes";"Yes";"101-1000 people";"8";"Thankfully no problems so far.";"Keep up the good work!";"8";"296.16";"296.16";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"104";"2020-07-13 14:01:32";"1";"en";"782103315";"2020-07-13 13:58:53";"2020-07-13 14:01:32";"181.66.207.41";"https://linuxdicasesuporte.blogspot.com/2020/07/debian-9-stretch-se-torna-lts-em-18-de.html?spref=fb&m=1";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"I'm not using LTS.";"No.";"Yes";"6";"9";"Very disappointed.";"Yes";"No";"No";"11-100 people";"4";"No";"No";"9";"319.35";"319.35";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"105";"2020-07-13 14:33:22";"1";"en";"1321498010";"2020-07-13 14:01:18";"2020-07-13 14:33:22";"69.181.187.220";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"< 1 year";"< 1 year";"No and I don't know what ELTS is.";"I came from Ubuntu and got sick and tired of stuff breaking and being unreliable/unstable.";"10";"10";"Very disappointed.";"Yes";"No";"No";"";"";"";"";"10";"3823.78";"3823.78";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"106";"";"";"en";"1477595554";"2020-07-13 14:01:58";"2020-07-13 14:01:58";"146.200.204.232";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"107";"2020-07-13 14:05:32";"1";"en";"589011659";"2020-07-13 14:02:41";"2020-07-13 14:05:32";"91.154.219.225";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"< 1 year";"No.";"I need stable system, where I feel myself comfortable.";"9";"9";"Somewhat disappointed.";"Yes";"No";"No";"";"";"";"";"7";"342.05";"342.05";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"108";"";"";"en";"813826049";"2020-07-13 14:04:31";"2020-07-13 14:04:31";"217.128.6.252";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"109";"2020-07-13 14:07:06";"1";"en";"1033286480";"2020-07-13 14:04:41";"2020-07-13 14:07:06";"176.32.29.232";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"";"10";"4";"Not disappointed at all.";"Yes";"Yes";"No";"2-10 people";"";"";"";"10";"290.93";"290.93";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"110";"2020-07-13 14:24:50";"1";"en";"836294977";"2020-07-13 14:04:59";"2020-07-13 14:24:49";"93.105.177.187";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Ruthless Tester";"1-5 years";"1-3 years";"";"Stability and compatibility with hardware. Debian 10.4 could still be more stable. Libre Office may crash when you embedd fonts. EXT4 needs some fixing, f2fs is not yet ready for root. Sometimes 10.4 may freeze. Rebooting may hang (every second boot). Some network apps are outdated and do not work in modern Internet (Smtube/Smplayer), ffmpeg has a nasty bug so mpv may not start to play radio stream and hang, security is abyzmo (vide: FF: security.ssl.requriesafenegotiations and security.ssl.treatunsavenegotiation as broken is set in FF to no. WTF? Are we still HeartBleeding?? OpenSSL has a shitty code and may potientially be unsecure- LibreSSL has much, much, much cleaner code. Live versions have 4 terminal and asian languages. There are no FONT RENDERING WHATSOEVER. WTF. 21st century and still WTF! The list goes on and on... not to mention systemd POS (give me runit!) and geoip and similar dependancy. And KDE Plasma is not on LTS and has many bugs. GTK 3/Mutter is on extreme old and buggy version that skips frames and is useless with its multiple clicks and laggines. And that is the default. POS all the way. Fix it. And make some themming finally (light ones), because branding matters. You can even have a decent wallpapers, xfce crashes when you type 'CET' as your timecode, there's absolutely no SyncToVBlank and the desktop is tearing  (Intel) and video is tearing too. There's confusion with two Intel drivers and gmm library is missing as dependancy (either for intel driver or gst-vaapi or whatever, but its not pulled down). Oh my fix all of these!!!! And start using it as your daily driver, because I do doubt you do it now! No font rendering is an indicator. And a good one too. No wifi drivers at all. No connection. One piece of shit.";"5";"9";"Somewhat disappointed.";"Yes";"Yes";"Yes";"11-100 people";"1";"Update software. You do not backport fixes and software should be updated not backported to broken POS. New versions don't have problem but you are stuck in the past and that renders DEBIAN LTS OBSOLETE. You don't have even Libre Office on the current suported version!!! Yours version has reached EOL year ago. SMplayer/mpv/Smtube DO NO WORK (how can one watch youtube without being def by a CPU fan if firefox has no VAAPi? One has to use SMPlayer/mpv/Smtube to play youtube, but yours is broken!). But since you don't use it as your daily driver, then you don't give a fuck. And since you don't use it as your daily driver you don't give a fuck, that you can't read any text. Since you don't use it as a daily driver yout don't give a fuck about unreadable text everywhere (font rendering-Ubuntu or Infinality + color filtering of chosen strenght....). And you don't care you stuck by default on alpha quality DE. And others are so outdated that are not LTS (KDE) or are POS (XFCE) of the yester yay. WTF. LTS my ass.";"see above. ";"3";"2381.92";"2381.92";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"111";"";"";"en";"1166794209";"2020-07-13 14:05:07";"2020-07-13 14:05:07";"2.59.73.135";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112";"2020-07-13 14:09:16";"1";"en";"128012534";"2020-07-13 14:05:17";"2020-07-13 14:09:16";"185.204.1.182";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"1-3 years";"No.";"sometimes for external reasons i cannot upgrade to the new stable release when it is released";"10";"10";"Very disappointed.";"Yes";"No";"No";"";"";"";"";"10";"478.77";"478.77";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"113";"2020-07-13 14:11:28";"1";"en";"299007915";"2020-07-13 14:06:10";"2020-07-13 14:11:28";"108.197.18.113";"";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"expected future user of LTS";"> 20 years";"I'm not using LTS.";"No.";"";"";"";"";"No";"No";"No";"";"";"";"My expected use for LTS is the fear of 32 bit versions going away.
I use both 64 & 32 and support others who rely on 32 bit Debian.
If 32 bit Debian goes away, I'll be hoping for 32 bit LTS to continue using 32 bit for a long as possible.";"";"637.07";"637.07";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"114";"2020-07-13 14:08:48";"1";"en";"1675551562";"2020-07-13 14:06:56";"2020-07-13 14:08:48";"62.167.78.182";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"1-3 years";"No and I don't know what ELTS is.";"For our company's servers.";"10";"10";"Somewhat disappointed.";"No";"Yes";"No";"101-1000 people";"";"";"";"10";"225.78";"225.78";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"115";"2020-07-13 14:09:17";"1";"en";"1877021954";"2020-07-13 14:07:14";"2020-07-13 14:09:17";"98.243.139.205";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"4-6 years";"No and I don't know what ELTS is.";"I primarily use it on servers because of its rock-solid stability and security.";"10";"10";"Very disappointed.";"Yes";"No";"No";"";"";"";"";"10";"247.85";"247.85";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"116";"";"";"en";"812380685";"2020-07-13 14:07:39";"2020-07-13 14:07:39";"90.23.60.225";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"117";"";"";"en";"676964882";"2020-07-13 14:07:43";"2020-07-13 14:07:43";"94.67.46.222";"https://linuxreviews.org/The_Debian_Project_Wants_You_To_Tell_Them_If_And_Why_You_Are_Using_Debian_LTS_Versions";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"118";"";"";"en";"238308725";"2020-07-13 14:10:19";"2020-07-13 14:10:19";"193.85.237.99";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"119";"2020-07-13 14:11:39";"1";"en";"572448397";"2020-07-13 14:10:32";"2020-07-13 14:11:39";"85.139.191.38";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"I'm not using LTS.";"No and I don't know what ELTS is.";"";"";"";"Not disappointed at all.";"No";"Yes";"No";"2-10 people";"10";"";"";"10";"132.68";"132.68";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"120";"2020-07-13 14:38:23";"1";"en";"1079145829";"2020-07-13 14:10:33";"2020-07-13 14:38:22";"212.77.172.107";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"";"No.";"Developing embedded software in a stable development environment.";"9";"8";"Somewhat disappointed.";"Yes";"Yes";"No";"101-1000 people";"";"Work effort in times of Meltdown/Spectre etc and supporting software which has already no upstream support.
";"As a software developer myself, I know how much work it is to support older software so I can only thank the team for their effort.
Wish: Easy and consistent way to upgrade one Debian LTS to the next Debian release or LTS? :)
";"10";"1015.99";"1015.99";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"121";"";"";"en";"186358273";"2020-07-13 14:11:21";"2020-07-13 14:11:21";"89.2.174.33";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"122";"";"";"en";"189939014";"2020-07-13 14:11:36";"2020-07-13 14:11:36";"217.64.59.34";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"123";"2020-07-13 14:32:38";"1";"en";"1389167729";"2020-07-13 14:11:48";"2020-07-13 14:32:38";"62.112.9.166";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"1-3 years";"No and I don't know what ELTS is.";"";"10";"3";"";"Yes";"No";"Yes";"1 person";"";"";"A safer VPN toolchain.";"";"2501.8";"2501.8";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"124";"2020-07-13 14:14:25";"1";"en";"805268120";"2020-07-13 14:12:19";"2020-07-13 14:14:25";"93.194.41.68";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"4-6 years";"";"Stable System, running in the long term";"10";"10";"Somewhat disappointed.";"Yes";"No";"No";"";"";"";"";"10";"252.98";"252.98";"";"";"";"";"";"";"";"";"";"";"";"";"";""
